Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,UserIP_Blacklist,TrueIP_Blacklist,True IP City,Device_ID,Device_Manufacturer,VirtualMachineSession,ISP,ISP City,Connection Type,UserAgent,UA_OS,Page activity time,FinalScore
825M3315S49004EP,Brenna,Hart,1-855-803-6741,Brenna7952@zoho.com,zoho.com,"P.O. Box 764, 5716 Ornare, Road",42938,Colorado Springs,Colorado,CO,US,US19197630222864222555,182.78.17.5,182.78.17.5,182.78.17.5,,,Colorado Springs,403019b8632666e1c9b53fc5c5f6c1ee,,,DMEA Utilities Services LLC,Colorado Springs,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux i680 ; en-US) AppleWebKit/536.26 (KHTML, like Gecko) Chrome/55.0.3140.260 Safari/602",mac,202000,82
153J8878E36104VG,Hakeem,Witt,1-568-701-2643,Witt4258@yahoo.com,yahoo.com,Ap #844-9971 Sed Road,26888,Norman,North Carolina,NC,US,US79HGSF98558861555511,61.113.71.126,61.113.71.126,61.113.71.126,,,Norman,d432f634571d1d67e11c7d65ceb69fe7,Xiaomi Inc.,,"NfinityLink Communications, Inc",Norman,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 4.4.1; [HM NOTE|NOTE-III|NOTE2 1LTET) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/53.0.1540.221 Mobile Safari/603.7",android,314000,88
484I8768P72683JT,Marvin,Villarreal,1-633-191-1323,Marvin.Villarreal@yahoo.com,yahoo.com,Ap #620-4368 Fringilla St.,92663,Bloomington,New York,NY,US,US78448115611757717624,185.82.93.25,185.82.93.25,185.82.93.25,,,Bloomington,089662ad120eed22462234a9c7f22475,Apple Inc.,,Andrena,Bloomington,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPod; CPU iPod OS 9_0_8; like Mac OS X) AppleWebKit/533.48 (KHTML, like Gecko) Chrome/53.0.2246.368 Mobile Safari/602.2",mobile,308000,93
952L7735G30216AL,Kyra,Farley,1-516-546-2896,Kyra_Farley@tutanota.com,tutanota.com,4331 Tellus. Rd.,35610,Gresham,South Carolina,SC,US,US94VQOX19561377664835,243.163.131.50,243.163.131.50,243.163.131.50,,,Gresham,4ba5553edf52306a7d647c696db4fd6e,HTC Corporation,,human-I-T,Gresham,Mobile Broadband,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One_M8 Build/MRA58K) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/48.0.3924.385 Mobile Safari/536.3",android,123000,92
489Y4167J59109GV,Wanda,Lester,1-864-258-4518,WandaLester@yahoo.com,yahoo.com,Ap #403-1494 Nulla. Rd.,53050,Toledo,Ohio,OH,US,US546NJVKI66329540756444862,244.154.143.35,244.154.143.35,244.154.143.35,,,Toledo,70854d17672900ce4155020f5389437c,Apple Inc.,,"North American Local, LLC",Toledo,Mobile Broadband,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.37 (KHTML, like Gecko) Chrome/54.0.3881.338 Safari/602",mac,264000,80
729X2353I70647UW,Dale,Levy,1-976-304-8354,Dale2494@tutanota.com,tutanota.com,549-9224 Semper St.,37003,Baton Rouge,Louisiana,LA,US,US4385931332370486156050732,164.12.90.71,164.12.90.71,164.12.90.71,,,Baton Rouge,fd96ae6c7d7028f0c91f025c33bc5a30,,,"CoxCom, LLC",Baton Rouge,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux x86_64) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/47.0.3770.395 Safari/537",mac,196000,82
578Q7438J49863PU,Rylee,Jenkins,1-687-144-7033,Rylee8316@aim.com,aim.com,6585 Pellentesque Rd.,24171,Lincoln,Massachusetts,MA,US,US2266286106814184047546778723,110.247.96.107,110.247.96.107,110.247.96.107,,,Lincoln,130859387fdb868f469182a4e4e46e18,Apple Inc.,,Westfield Gas + Electric,Lincoln,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_4; en-US) AppleWebKit/601.37 (KHTML, like Gecko) Chrome/55.0.2945.297 Safari/536",chrome,220000,93
315R3975Y30179TY,Frances,Guy,1-194-883-8773,Frances_Guy@aim.com,aim.com,"P.O. Box 395, 1387 Mi Ave",11564,Tampa,Florida,FL,US,US8865321627411548170414572,248.226.117.94,248.226.117.94,248.226.117.94,,,Tampa,3d532524736a5139e124321e59d744e8,Google Inc./Others,,Global Connection Inc. of America,Tampa,Mobile Broadband,"Mozilla/5.0 (Android; Android 7.1; Pixel XL Build/NME91E) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/48.0.2475.348 Mobile Safari/603.6",android,234000,85
489L8902U20311YD,Ahmed,Casey,1-877-539-4533,Ahmed.Casey@zoho.com,zoho.com,581-8558 Ante Rd.,61815,Fairbanks,Indiana,IN,US,US026337923656035483811672,93.168.176.123,93.168.176.123,93.168.176.123,,,Fairbanks,50251b60dde951be325838284c49cd7f,Nokia Corporation,,Ridge Wireless LLC,Fairbanks,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 4.4; Nokia 3410 Build/IMM76D) AppleWebKit/534.11 (KHTML, like Gecko) Chrome/55.0.1564.120 Mobile Safari/601.5",android,230000,86
883K6974Z54882AY,Ferdinand,Adkins,1-921-807-1645,Adkins6480@titan.email,titan.email,Ap #669-9940 Dictum St.,51341,Cleveland,New York,NY,US,US3812443222754832786678857,152.148.34.143,152.148.34.143,152.148.34.143,,,Cleveland,853a173e6f13dd0bf07e16cb3cbf14fa,,,Andrena,Cleveland,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows NT 6.3;; en-US) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/52.0.2555.238 Safari/537",chrome,69000,84
824X8046Z10873QV,Cherokee,Browning,1-664-677-4958,Cherokee.Browning@hotmail.com,hotmail.com,"P.O. Box 908, 7079 Eget Av.",67028,Overland Park,Kansas,KS,US,US12764614047337533846274414,152.253.105.95,152.253.105.95,152.253.105.95,,,Overland Park,5866c946011c1aab5573ffcba75356ad,Apple Inc.,,"North American Local, LLC",Overland Park,Mobile Broadband,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_5; en-US) Gecko/20100101 Firefox/50.0,Linux,59000,89
194F1029Y73158LI,Althea,Contreras,1-716-609-5070,Althea_Contreras@tutanota.com,tutanota.com,"P.O. Box 617, 5176 Sit Rd.",16882,Newport News,Virginia,VA,US,US5516841877734378914366578868,105.87.202.211,105.87.202.211,105.87.202.211,,,Newport News,742580ad4a48fc82c3647efad3946d92,Apple Inc.,,Data Stream Broadband,Newport News,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5; en-US) AppleWebKit/535.18 (KHTML, like Gecko) Chrome/49.0.3964.141 Safari/535",windows,130000,95
443N7076W39574JZ,Wyatt,Harmon,1-136-573-9767,Wyatt6845@outlook.com,outlook.com,134-2517 Mus. Road,52640,Overland Park,Kansas,KS,US,US109484252742845319,103.92.48.75,103.92.48.75,103.92.48.75,,,Overland Park,1079e5a235cf2abb2d8440caaa29273f,,,"North American Local, LLC",Overland Park,Mobile Broadband,Mozilla/5.0 (Windows; U; Windows NT 6.3; WOW64; en-US) Gecko/20100101 Firefox/69.9,windows,83000,96
390K8289E39583ZW,Elizabeth,Buckley,1-645-919-7875,Elizabeth5702@tutanota.com,tutanota.com,Ap #284-6358 Est. Ave,47884,Casper,Wyoming,WY,US,US9154135542143873723,155.210.194.112,155.210.194.112,155.210.194.112,,,Casper,a949588d21658cf907b07268025337a5,Google Inc./Others,,"Hughes Network Systems, LLC",Casper,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 7.0; Pixel XL Build/NME91E) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/52.0.2642.373 Mobile Safari/603.5",android,80000,99
339D2247A14008WB,Brian,Sparks,1-268-773-1737,Brian_Sparks@hotmail.com,hotmail.com,Ap #457-9731 Orci Street,59761,Cambridge,Massachusetts,MA,US,US1788196764649288092337,61.5.0.59,61.5.0.59,61.5.0.59,,,Cambridge,bd9ca29bca6577708b4d1d6c265aa258,,,Westfield Gas + Electric,Cambridge,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/48.5,Linux,134000,96
590H9322F57038HX,Channing,Ray,1-813-152-5956,Channing_Ray@hubspot.com,hubspot.com,5084 Nunc St.,38629,Allentown,New Jersey,NJ,US,US796684142478828479645468,217.68.119.141,217.68.119.141,217.68.119.141,,,Allentown,db6a8c594b121fe6b1fe544138290f29,Google Inc./Others,,Xchange Telecom LLC,Allentown,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Linux; Android 4.4; Nexus5 V6.1 Build/KOT49H) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/55.0.2180.307 Mobile Safari/535.7",android,256000,81
520H5147N45757TS,Frances,Hyde,1-644-505-9222,Frances821@yahoo.com,yahoo.com,"P.O. Box 502, 2363 Consectetuer Rd.",93576,Montpelier,Vermont,VT,US,US5447224914207221302212,1.241.216.210,1.241.216.210,1.241.216.210,,,Montpelier,3fbbfc32083fad83d87a7957585c948b,,,Shoreham Telephone LLC,Montpelier,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Linux; Linux i555 x86_64) Gecko/20100101 Firefox/45.0,Linux,148000,98
967O6297J58414MU,Caesar,Harvey,1-653-677-3116,Caesar_Harvey@tutanota.com,tutanota.com,3291 Vel St.,67635,Gresham,South Carolina,SC,US,US38304030291243693307,222.39.39.53,222.39.39.53,222.39.39.53,,,Gresham,cea438df4e7fee7b42d369acbad256ea,,,human-I-T,Gresham,Mobile Broadband,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/67.2,Linux,74000,85
169B8770L25532RX,Bevis,Burnett,1-735-640-3878,Bevis_Burnett@gmail.com,gmail.com,Ap #839-6019 Donec St.,64406,South Bend,Indiana,IN,US,US365801779558174188,5.65.163.172,5.65.163.172,5.65.163.172,,,South Bend,1884400c004d97716dba9be622bf9c82,Google Inc./Others,,Ridge Wireless LLC,South Bend,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 4.4.4; Nexus 4 Build/KTU84P) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/48.0.1433.189 Mobile Safari/535.1",android,294000,95
278W6074J16490QL,Edward,Oneil,1-381-431-5561,Edward5575@yahoo.com,yahoo.com,"P.O. Box 222, 9722 Libero Av.",60570,Kapolei,Hawaii,HI,US,US80YKTD13463761754822,121.193.174.121,121.193.174.121,121.193.174.121,,,Kapolei,207d6629061c7615a08214ac1f8a4e10,,,Dish Wireless LLC,Kapolei,Mobile Broadband,"Mozilla/5.0 (Windows NT 6.2; x64; en-US) AppleWebKit/536.28 (KHTML, like Gecko) Chrome/48.0.3064.300 Safari/601",chrome,170000,98
282Q4683B10633SR,Alec,Vargas,1-747-472-1766,AlecVargas@yahoo.com,yahoo.com,"P.O. Box 396, 362 Neque. Rd.",35546,Columbia,Connecticut,CT,US,US25DYOY5809667556918,130.49.167.174,130.49.167.174,130.49.167.174,,,Columbia,34692a94f4f1ae8c5f20c3ac280265a0,Apple Inc.,,Dish Wireless LLC,Columbia,Mobile Broadband,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5) Gecko/20100101 Firefox/62.1,Linux,144000,85
756H8154P57708MU,Len,Clarke,1-936-848-7283,Len.Clarke@outlook.com,outlook.com,2516 Nibh Street,99946,Hilo,Hawaii,HI,US,US112017877535855672,62.114.71.106,62.114.71.106,62.114.71.106,,,Hilo,afc14ebd857e4ba924c52afb73c1ea8f,Apple Inc.,,Dish Wireless LLC,Hilo,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_1; like Mac OS X) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/54.0.3235.122 Mobile Safari/537.3",iphone,176000,89
285G8676B39248VM,Rooney,Alexander,1-577-325-8569,Alexander8923@pm.com,pm.com,220-7618 Fermentum Rd.,23599,Columbus,New Jersey,NJ,US,US5771526900413289709,52.29.9.187,52.29.9.187,52.29.9.187,,,Columbus,2b1c75e5c15e6391c747ee3be511e260,,,Xchange Telecom LLC,Columbus,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/535.13 (KHTML, like Gecko) Chrome/49.0.2323.370 Safari/600",mac,77000,91
354V2114A54665RD,Quail,Ferrell,1-233-699-0728,Ferrell2306@gmail.com,gmail.com,Ap #569-7732 Torquent Street,78771,Boston,Massachusetts,MA,US,US83544882377121536130,76.36.231.10,76.36.231.10,76.36.231.10,,,Boston,e82c68882398e1a004202df5ccb8a7bb,,,Westfield Gas + Electric,Boston,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows NT 6.0;; en-US) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/53.0.2225.146 Safari/534",mac,133000,85
521Q4553G50768UU,Linus,Ramos,1-187-425-6451,Linus_Ramos@yahoo.com,yahoo.com,Ap #321-8502 Fringilla St.,47166,Hillsboro,Maryland,MD,US,US5527178321247242324784,111.4.38.64,111.4.38.64,111.4.38.64,,,Hillsboro,d665d3ac6f6dd26e518b2a4a27642663,Apple Inc.,,"Assist Wireless, LLC",Hillsboro,Mobile Broadband,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_6_1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/53.0.3256.378 Safari/602",chrome,78000,92
413M5893R29445HF,Ina,Alford,1-814-466-2307,Ina_Alford@mail.com,mail.com,Ap #167-132 Lectus Road,68217,Frankfort,Maine,ME,US,US807864418449009842,89.131.136.40,89.131.136.40,89.131.136.40,,,Frankfort,88979238a67b7a8ad9a8a7d7f3f3f1de,Google Inc./Others,,"Atlantic Broadband Finance, LLC",Frankfort,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 7.0; Pixel C Build/NRD90M) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/53.0.2757.135 Mobile Safari/603.0",android,143000,97
765T1130C33188AA,Danielle,Duffy,1-661-369-0234,Duffy9057@mail.com,mail.com,Ap #850-4098 Eu Av.,65758,Fort Collins,Colorado,CO,US,US29314869765126247223731750,116.26.73.92,116.26.73.92,116.26.73.92,,,Fort Collins,a629b3adb15bc55517e3f85c86062e15,,,DMEA Utilities Services LLC,Fort Collins,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.1;; en-US) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/52.0.2661.193 Safari/536",mac,126000,83
334E2498R73811VE,Irma,Suarez,1-465-117-8785,Irma5818@icloud.com,icloud.com,756-1852 Consectetuer St.,65065,Green Bay,Virginia,VA,US,US7278110439913385323162346,192.170.209.106,192.170.209.106,192.170.209.106,,,Green Bay,279788efcbd3a2ab44942f27d5f5da0b,,,Data Stream Broadband,Green Bay,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Linux x86_64) Gecko/20130401 Firefox/72.7,Linux,359000,98
166I7596S78795AP,Ria,Cantu,1-376-558-2815,Ria626@gmail.com,gmail.com,305-1100 Arcu Rd.,48702,Butte,North Dakota,ND,US,US9812290678341215564,221.189.86.108,221.189.86.108,221.189.86.108,,,Butte,b7219ffa60fd23c5v96d3cb8a33b4416,"Samsung Electronics Co., Ltd.",,"Nemont Telephone Cooperative, Inc.",Butte,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 6.0; SAMSUNG SM-G928I Build/MDB08I) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/53.0.2109.362 Mobile Safari/601.2",android,68000,90
958C6456P79490IZ,Aspen,Hickman,1-827-665-1358,Aspen9558@outlook.com,outlook.com,903-625 Orci St.,24701,Rochester,Massachusetts,MA,US,US2883569763970136465766085,196.164.129.39,196.164.129.39,196.164.129.39,,,Rochester,2a5ee4a171d875d567ea37cca4ec2cd1,,,Westfield Gas + Electric,Rochester,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/48.0.1111.356 Safari/537",chrome,140000,88
815C3881E72988BT,David,Michael,1-737-147-1521,David7130@tutanota.com,tutanota.com,Ap #673-3363 Purus Rd.,15764,Fairbanks,Indiana,IN,US,US3588877562473738011563,235.129.68.90,235.129.68.90,235.129.68.90,,,Fairbanks,e43971098007535f5e1e40a978568016,Apple Inc.,,Ridge Wireless LLC,Fairbanks,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/51.0.1912.135 Safari/536",windows,116000,88
519Q1087G24280BX,Yoshio,Camacho,1-451-127-3476,YoshioCamacho@pm.com,pm.com,9270 Etiam St.,51227,Portland,Maine,ME,US,US40741114115487812913943,213.44.18.128,213.44.18.128,213.44.18.128,,,Portland,2337b7bf05abc1c697e30ca60b9b5ae2,,,"Atlantic Broadband Finance, LLC",Portland,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.1; x64) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/54.0.3650.381 Safari/535",windows,164000,80
750Q7243C40655TJ,Gray,Ramsey,1-384-234-1125,Gray_Ramsey@mail.com,mail.com,"651-6237 A, Street",78227,South Burlington,Vermont,VT,US,US35181317967783264135636334,220.110.98.145,220.110.98.145,220.110.98.145,,,South Burlington,9c31377326b3f966c73d0e8724dc2b1f,Apple Inc.,,Shoreham Telephone LLC,South Burlington,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_2; like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/47.0.1813.395 Mobile Safari/602.1",iphone,247000,86
681O1668X46164FN,Patience,Schmidt,1-482-334-3171,Patience.Schmidt@mail.com,mail.com,"P.O. Box 464, 8778 Turpis. Ave",53834,Augusta,Maine,ME,US,US247656553167873748805,167.188.48.2,167.188.48.2,167.188.48.2,,,Augusta,4083bb264b385d7631c069473346f468,,,"Atlantic Broadband Finance, LLC",Augusta,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; U; Windows NT 6.3; x64) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/53.0.2789.295 Safari/600",mac,135000,94
377B7341H43259JZ,Laura,Potts,1-362-763-6713,LauraPotts@hotmail.com,hotmail.com,"P.O. Box 370, 4124 Nec, Av.",86384,Bridgeport,Connecticut,CT,US,US4712943877672286,241.242.150.212,241.242.150.212,241.242.150.212,,,Bridgeport,b2d978082dfd17a6d2e940fa14708534,Apple Inc.,,Dish Wireless LLC,Bridgeport,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_4; like Mac OS X) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/52.0.2034.263 Mobile Safari/603.4",iphone,94000,85
803W2892H72771KM,Bert,Cotton,1-175-644-5635,BertCotton@hotmail.com,hotmail.com,Ap #131-6648 Id Street,56445,Butte,North Dakota,ND,US,US8530811363431281861872,112.10.150.86,112.10.150.86,112.10.150.86,,,Butte,4eddaba1c47a87e01dba2f3be87af4ea,"Samsung Electronics Co., Ltd.",,"Nemont Telephone Cooperative, Inc.",Butte,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 5.0.1; SM-N910A Build/LRX22C) AppleWebKit/600.49 (KHTML, like Gecko) Chrome/52.0.3813.315 Mobile Safari/603.6",mobile,177000,81
733A2835A36231IE,Tanya,Calderon,1-342-794-8805,Tanya.Calderon@aol.com,aol.com,"P.O. Box 653, 262 Vitae St.",90363,Pocatello,Idaho,ID,US,US561532713733442544,117.66.161.83,117.66.161.83,117.66.161.83,,,Pocatello,669ec04d6dca71b66b4d694aa9004f0c,,,AT&T Mobility LLC,Pocatello,Mobile Broadband,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/602.43 (KHTML, like Gecko) Chrome/54.0.2570.187 Safari/600",windows,262000,89
224W1350X47972QM,Geraldine,Ferguson,1-814-616-1826,Geraldine_Ferguson@pm.com,pm.com,943-2135 Feugiat Rd.,64174,Bellevue,Kentucky,KY,US,US40MGGT43732334354192,2.221.235.13,2.221.235.13,2.221.235.13,,,Bellevue,ff1160ea26e01c5020faf2d0b1bfeb3d,Apple Inc.,,"Sage Telecom Communications, LLC",Bellevue,Mobile Broadband,"Mozilla/5.0 (iPod; CPU iPod OS 11_2_7; like Mac OS X) AppleWebKit/537.28 (KHTML, like Gecko) Chrome/52.0.3629.229 Mobile Safari/536.8",mobile,55000,96
818E5023S92376PE,Elijah,Bender,1-475-567-3442,Elijah1911@titan.email,titan.email,"7839 Ornare, Rd.",91701,Green Bay,Virginia,VA,US,US2674311627967847120823,202.203.118.203,202.203.118.203,202.203.118.203,,,Green Bay,380017895f3e1ae89aa0e5d1dcfcc64a,,,Data Stream Broadband,Green Bay,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.0; x64; en-US) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/53.0.2953.393 Safari/537",mac,81000,97
890R3690K44815SI,Charity,Berry,1-231-175-5672,Charity_Berry@titan.email,titan.email,"617-3367 Risus, St.",49210,Erie,Pennsylvania,PA,US,US63586421719329495,195.197.151.243,195.197.151.243,195.197.151.243,,,Erie,406cd7cf6763f93eb80a56411cbdea9b,HTC Corporation,,New Cingular Wireless LLC,Erie,Mobile Broadband,"Mozilla/5.0 (Android; Android 5.0.2; HTC 80:number1-2t Build/LRX22G) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/54.0.1750.228 Mobile Safari/536.2",android,185000,84
765X6138C43088ZH,Fulton,Roberts,1-260-722-2254,FultonRoberts@yahoo.com,yahoo.com,Ap #502-920 Nibh. Rd.,93871,Salem,Massachusetts,MA,US,US121579606541895799324118,236.62.191.138,236.62.191.138,236.62.191.138,,,Salem,1b68c42de8e7fdac3ad4ff12fcbcdefe,,,Westfield Gas + Electric,Salem,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/54.0.2638.223 Safari/537",chrome,77000,94
277O6603B45743UR,Lester,Walsh,1-348-635-7313,Lester_Walsh@icloud.com,icloud.com,2234 Turpis Avenue,86532,Clarksville,New York,NY,US,US0414862860154273266942854112,82.102.221.116,82.102.221.116,82.102.221.116,,,Clarksville,4845a60283f0a40a01a118d5342de673,Apple Inc.,,Andrena,Clarksville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPad; CPU iPad OS 11_5_3 like Mac OS X) AppleWebKit/533.27 (KHTML, like Gecko) Chrome/50.0.2203.243 Mobile Safari/533.8",mobile,201000,83
196D5339T90569XK,Jolene,Haney,1-437-949-0875,Haney4160@gmail.com,gmail.com,Ap #213-8326 Dictum Road,36149,Grand Rapids,Ohio,OH,US,US41JQID49383263463393,222.38.183.184,222.38.183.184,222.38.183.184,,,Grand Rapids,28e24d7ecef3e28873b0cbe71ba1f0b3,Apple Inc.,,"North American Local, LLC",Grand Rapids,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_0; like Mac OS X) AppleWebKit/536.28 (KHTML, like Gecko) Chrome/54.0.3388.111 Mobile Safari/533.8",iphone,276000,98
885G6572P94134NX,Prescott,Dyer,1-487-288-2527,PrescottDyer@protonmail.com,protonmail.com,Ap #555-7824 Magna. Av.,25009,Jefferson City,Tennessee,TN,US,US05203741833247152844,45.31.215.53,45.31.215.53,45.31.215.53,,,Jefferson City,de896965458f3a0e748425fd20d1deaf,HTC Corporation,,"Ztar Mobile, Inc",Jefferson City,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 6.0; HTC OneS Build/MRA58K) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/54.0.2180.160 Mobile Safari/601.5",android,311000,94
247E8769Y59643JJ,Nora,Frank,1-205-983-5351,NoraFrank@protonmail.com,protonmail.com,309-7437 Lobortis. Avenue,15075,Seattle,Washington,WA,US,US86387125144843131883,113.87.151.56,113.87.151.56,113.87.151.56,,,Seattle,f64f60bbcc4275259200ef54d7ad065f,Apple Inc.,,Computer Link Northwest LLC,Seattle,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_6_1; en-US) Gecko/20100101 Firefox/49.4,Linux,302000,97
110H7747A47413BN,Lucius,Giles,1-473-483-7607,LuciusGiles@pm.com,pm.com,448-4638 Scelerisque Street,85502,Essex,Massachusetts,MA,US,US3787642291091701,153.91.226.177,153.91.226.177,153.91.226.177,,,Essex,d70dbf192335a2b0c9387faebe831e43,Apple Inc.,,Westfield Gas + Electric,Essex,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPad; CPU iPad OS 7_0_0 like Mac OS X) AppleWebKit/603.43 (KHTML, like Gecko) Chrome/53.0.2604.290 Mobile Safari/602.5",mobile,319000,84
134G4531J76948EO,Chloe,Saunders,1-550-215-3193,Chloe.Saunders@outlook.com,outlook.com,214-7210 Tincidunt Street,35337,Green Bay,Virginia,VA,US,US122613473578336565734556013,143.14.67.125,143.14.67.125,143.14.67.125,,,Green Bay,670f01232e7300fe86034311b79b0790,Apple Inc.,,Data Stream Broadband,Green Bay,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_0; en-US) AppleWebKit/602.48 (KHTML, like Gecko) Chrome/53.0.2659.374 Safari/602",chrome,110000,99
960N9085H77634IA,Xenos,Burgess,1-975-621-3557,Burgess955@gmail.com,gmail.com,5299 Fermentum Av.,28069,Los Angeles,California,CA,US,US74211850574217634661551233,176.199.51.189,176.199.51.189,176.199.51.189,,,Los Angeles,b6812bd631f5e64e64bddbec3cd19e2e,"Samsung Electronics Co., Ltd.",,Another Corporate ISP,Los Angeles,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 5.1.1; SAMSUNG SM-G928L Build/LMY47X) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/51.0.1089.145 Mobile Safari/603.0",android,176000,94
400E5072J73034LF,Honorato,O'connor,1-410-663-2326,Honorato_O'connor@tutanota.com,tutanota.com,785-5132 Dolor St.,51151,St. Petersburg,Florida,FL,US,US0787256191238594,61.119.225.16,61.119.225.16,61.119.225.16,,,St. Petersburg,e0817ee8722e4f9b12f84d13bd6413ce,Apple Inc.,,Global Connection Inc. of America,St. Petersburg,Mobile Broadband,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/52.0.3033.322 Safari/603",windows,106000,95
